dateAdded,dateUpdated,url,name,description,documentation,license,maintainer,areaServed,startDate,endDate,provider
2020-01-08,2020-08-24,https://driver-vehicle-licensing.api.gov.uk/thirdparty-access,DVLA Authentication,"The DVLA Authentication API provides authentication, change password, new password and change API key services for users of DVLA secure APIs.",https://developer-portal.driver-vehicle-licensing.api.gov.uk/apis/authentication-api/authentication-api-description.html,,,,,,driver-and-vehicle-licensing-agency
2020-01-08,2020-08-24,https://api.companieshouse.gov.uk/,Companies House,"The Companies House API provides access to all of the public data we hold on companies free of charge. This includes information about companies, officers, people of significant control and more.",https://developer.companieshouse.gov.uk/api/docs/,,,,,,companies-house
2020-01-08,2020-08-24,https://stream.companieshouse.gov.uk/,Companies House Streaming,"The Companies House streaming API gives you access to realtime data changes of the information held at Companies House. This delivers the same information that is available through the on-demand REST API GET requests, but instead pushes data to your client as it changes, through a long-running connection that you first establish. Streams include:\n\n- company information\n- filing history\n- insolvency cases\n- charges",https://developer-specs.companieshouse.gov.uk/streaming-api/guides/overview,,,,,,companies-house
2020-08-24,2020-08-24,https://api.os.uk/maps/raster/v1,OS Maps API,"Add Ordnance Survey's detailed maps to your GIS, web or mobile applications with ease and make location-based decisions with confidence. Available in four styles, two projections and two access methods, OS Maps API gives unrivalled geographic context to your data. You can access these maps via OGC standard WMTS or Restful ZXY.",https://osdatahub.os.uk/docs/wmts/overview,https://osdatahub.os.uk/legal/termsConditions,Ordnance Survey - <osdatahubenquiries@os.uk>,"England, Scotland, Wales",2020-07-01,,ordnance-survey
2020-08-24,2020-08-24,https://api.os.uk/maps/vector/v1/,OS Vector Tile API,"Slick, quick vector maps. Integrate Ordnance Survey's up-to-date, detailed maps in your applications, enabling you to make location-based decisions with confidence. You can customise the content and style to make your perfect map.",https://osdatahub.os.uk/docs/vts/overview,https://osdatahub.os.uk/legal/termsConditions,Ordnance Survey - <osdatahubenquiries@os.uk>,"England, Scotland, Wales",2020-07-01,,ordnance-survey
2020-08-24,2020-08-24,https://api.os.uk/search/names/v1,OS Names API,"A free, searchable, reliable database to help you find and verify populated places, road names, road numbers and postcodes. OS Names API is a reliable way of supporting the discovery or identification and visualisation of a named place; geocoding; routing and navigation, and linking diverse information such as statistics or descriptions. OS Names can locate a feature using just its name, or it can find the closest location to a given point.",https://osdatahub.os.uk/docs/names/overview,https://osdatahub.os.uk/legal/termsConditions,Ordnance Survey - <osdatahubenquiries@os.uk>,"England, Scotland, Wales",2020-07-01,,ordnance-survey
2020-08-24,2020-08-24,https://api.os.uk/features/v1,OS Features API,"Buildings, roads, greenspaces and much more. Get direct access to the most detailed geographic data for your analysis, taking full advantage of rich geometries and attributes to generate new insight. No need to download, store and manage large and complex datasets - we take care of that so you can focus on adding value.",https://osdatahub.os.uk/docs/wfs/overview,https://osdatahub.os.uk/legal/termsConditions,Ordnance Survey - <osdatahubenquiries@os.uk>,"England, Scotland, Wales",2020-07-01,,ordnance-survey
2020-08-24,2020-08-24,https://api.os.uk/search/links/v1,OS Linked Identifiers API,"The OS Linked Identifiers API allows users to access the valuable relationships between properties, streets and OS MasterMap identifiers for free.\n\nAn identifier is a unique reference assigned to a specific thing, so when you are talking to someone else you can use it to ensure you're talking about the same thing. They are used all the time, such as telephone numbers, postcodes and customer reference numbers. OS is striving to make its identifiers more accessible and useful for its customers.\n\nThe OS Linked Identifiers API takes this further by enabling the linking together of datasets that are using different identifiers; for example, linking a property address (UPRN - Unique Property Reference Number) to the street that it is on (USRN - Unique Street Reference Number).",https://osdatahub.os.uk/docs/linkedIdentifiers/overview,https://osdatahub.os.uk/legal/termsConditions,Ordnance Survey - <osdatahubenquiries@os.uk>,"England, Scotland, Wales",2020-07-01,,ordnance-survey
2020-08-24,2020-08-24,https://api.os.uk/downloads/v1,OS Download API,"The OS Downloads API is a service that lets users automate the discovery and download of OS OpenData. In doing so it improves the accessibility of the OS OpenData products. Using the OS Downloads API, you can:\n\n- discover which OS OpenData is available\n- automate the download of OS OpenData\n- request various coverage areas depending on the dataset\n- request various formats depending on the dataset\n- request metadata on available datasets including thumbnail images",https://osdatahub.os.uk/docs/downloads/overview,https://osdatahub.os.uk/legal/termsConditions,Ordnance Survey - <osdatahubenquiries@os.uk>,"England, Scotland, Wales",2020-07-01,,ordnance-survey
2020-08-24,2020-08-24,https://api.os.uk/oauth2/token/v1,OS OAuth 2 API,OAuth 2 is an authentication mechanism for APIs that allows applications to use time limited tokens for access to resources. A  common use case for the OAuth 2 API is when implementing a web application that uses the OS Data Hub APIs.,https://osdatahub.os.uk/docs/oauth2/overview,https://osdatahub.os.uk/legal/termsConditions,Ordnance Survey - <osdatahubenquiries@os.uk>,,2020-07-01,,ordnance-survey
2020-08-24,2020-08-24,https://api.os.uk/search/places/v1,OS Places API,"Our secure, scalable, and resilient address look-up web service, OS Places API lets you search the UK's most comprehensive online address database. With OS Places API, managing customer data is a breeze. Lightning-quick postcode and address search means your records are accurate and customer deliveries should always get to the right front door.\n\nWhen an incident happens, control room staff need to know which properties are closest. OS Places' geosearch tool gives instant answers. This helps create the common operating picture that's vital for the emergency services.\n\nImportant note: OS Places API will be migrating to the OS Data Hub in January 2021 and at that time the base URLs will migrate to the common OS Data Hub API pattern.",https://osdatahub.os.uk/docs/places/overview,https://osdatahub.os.uk/legal/termsConditions,Ordnance Survey - <osdatahubenquiries@os.uk>,"England, Scotland, Wales",2020-07-01,,ordnance-survey
2020-01-08,2020-08-26,http://environment.data.gov.uk/flood-monitoring/id/floods,Flood-monitoring,"The Environment Agency flood-monitoring API provides developers with access to near real-time information covering:\n\n- flood warnings and flood alerts\n- flood areas which to which warnings or alerts apply\n- measurements of water levels and flows\n- information on the monitoring stations providing those measurements \n\nWater levels and flows are regularly monitored, usually every 15 minutes. However, data is transferred back to the Environment Agency at various frequencies, usually depending on the site and level of flood risk. Transfer of data is typically once or twice per day but usually increases during times of heightened flood risk. \n\nThese APIs are provided as open data under the Open Government Licence with no requirement for registration. If you make use of this data please acknowledge this with the following attribution statement: 'This uses Environment Agency flood and river level data from the real-time data API (Beta)'. \n\n Please visit the [Defra Data Services Platform Support](https://environment.data.gov.uk/support) to let us know about any issues or to ask questions.",http://environment.data.gov.uk/flood-monitoring/doc/reference,,,,,,environment-agency
2020-01-08,2020-08-26,http://environment.data.gov.uk/flood-monitoring/id/stations?parameter=rainfall,Rainfall,"The Environment Agency has approximately 1000 real-time rain gauges which are connected by telemetry. Measurements of the amount of precipitation (mm) are captured in Tipping Bucket Raingauges (TBR). The data reported here gives accumulated totals for each 15 min period. The data is typically transferred once or twice per day.\n\nThe Rainfall API provides access to these rainfall measurements, and to information on the monitoring stations providing those measurements. It is compatible with (and integrated into) the API for water level/flow readings.\n\nNote that for information protection reasons the rainfall monitoring stations do not have names and their geographic location has been reduced to a 100m grid.\n\nThese APIs are provided as open data under the Open Government Licence with no requirement for registration. If you make use of this data please acknowledge this with the following attribution statement: 'This uses Environment Agency rainfall data from the real-time data API (Beta)'.\n\nPlease visit the [Defra Data Services Platform Support](https://environment.data.gov.uk/support) to let us know about any issues or to ask questions.",http://environment.data.gov.uk/flood-monitoring/doc/rainfall,,,,,,environment-agency
2020-01-08,2020-08-26,http://environment.data.gov.uk/flood-monitoring/id/stations?type=TideGauge,Tide Gauge,"The UK National Tide Gauge Network is owned and operated by the Environment Agency on behalf of the UK Coastal Flood Forecasting service (a partnership between the Environment Agency, Natural Resources Wales, the Scottish Environment Protection Agency and Northern Ireland Department for Infrastructure - Rivers). It records tidal elevations at 44 locations around the UK coast. Data is made available in near real-time with measurements reported every 15 mins. The measurements provide mean sea level within each 15 min window and are reported both relative to local datum (unit m) and relative to the Ordnance Datum at Newlyn (unit mAOD).\n\nThe Tide Gauge API provides access to these measurements, and to information on the monitoring stations providing those measurements. It is compatible with (and integrated into) the API for water level/flow and rainfall readings. The API data is normally updated every 15 mins so typically the latest available reading will lag between 15 and 30 mins.\n\nNote that all times given by the API are in GMT (also known as UTC), as indicated by the Z suffix (see XML Schema datatypes).\n\nThese APIs are provided as open data under the Open Government Licence with no requirement for registration. If you make use of this data please acknowledge this with the following attribution statement: 'This uses Environment Agency tide gauge data from the real-time data API (Beta)'.\n\nPlease visit the [Defra Data Services Platform Support](https://environment.data.gov.uk/support) to let us know about any issues or to ask questions.",http://environment.data.gov.uk/flood-monitoring/doc/tidegauge,,,,,,environment-agency
2020-01-08,2020-08-26,http://environment.data.gov.uk/asset-management,Asset Management,"The Environment Agency maintains records on assets of many types related to environmental activities particularly flood defences, including some assets owned or managed by other bodies. The API provides access to these asset description records along with information on maintenance activities planned for the assets. Only some assets have an associated maintenance schedule.\n\nIn the API the maintenance information is split in to three different types. Maintenance activities represent funded and scheduled work. A single activity may involve several maintenance actions on several different assets. We divide the activities into separate tasks, where each task represents a specific maintenance action on a single asset. Finally maintenance plans represent intended maintenance activities for future financial years but which have not necessarily been scheduled or funded at this stage. The API allows all activities, tasks and plans to be listed for a particular asset, set of assets or across all assets.\n\nPlease visit the [Defra Data Services Platform Support](https://environment.data.gov.uk/support) to let us know about any issues or to ask questions.",https://environment.data.gov.uk/asset-management/doc/reference,,,,,,environment-agency
2020-01-08,2020-08-26,https://environment.data.gov.uk/bwq/index.html,Bathing Water,"The Environment Agency collects water quality data each year from May to September, to ensure that designated bathing water sites on the coast and inland are safe and clean for swimming and other activities. We make this data reusable and accessible to developers and to members of the public, by publishing it as linked data. \n\n Please visit the [Defra Data Services Platform Support](https://environment.data.gov.uk/support) to let us know about any issues or to ask questions.",https://environment.data.gov.uk/bwq/doc/api-reference-v0.6.html,,,,,,environment-agency
2020-01-08,2025-03-25,https://environment.data.gov.uk/catchment-planning/,Catchment Data,The Catchment Data Explorer (CDE) helps you explore and download information about the water environment. It supports and builds upon the data in the river basin management plans. The Catchment Data API complements this by providing selective programmatic access to the data. \n\n Please visit the [Defra Data Services Platform Support](https://environment.data.gov.uk/support) to let us know about any issues or to ask questions.,https://environment.data.gov.uk/catchment-planning/api/docs,,,,,,environment-agency
2020-01-08,2020-08-26,https://environment.data.gov.uk/water-quality/view/landing,Water Quality,"The Water Quality Archive provides data on water quality measurements carried out by the Environment Agency. Samples are taken from sampling points round the country and then analysed by laboratories to measure aspects of the water quality or the environment at the sampling point. The archive provides data on these measurements and samples dating from 2000 to present day. It contains 58 million measurements on nearly 4 million samples from 58 thousand sampling points. \n\n The archive provides an API to allow selective access to the data, together with the ability to download the data split into either pre-defined or customizable subsets. The data is made available in CSV, JSON and RDF formats. \n\n Please visit the [Defra Data Services Platform Support](https://environment.data.gov.uk/support) to let us know about any issues or to ask questions.",https://environment.data.gov.uk/water-quality/view/doc/reference,,,,,,environment-agency
2020-01-08,2020-08-26,https://environment.data.gov.uk/hydrology/landing,Hydrology,"The Hydrology API provides access to historic water flow information. It complements the near real-time data provided under `/flood-monitoring` in that it provides access to a long term archive of quality checked and qualified data. \n\n The API and data model for the `/hydrology` API differs slightly from that under `/flood-monitoring` due to intrinsic differences (for example presence of quality flags on each reading for qualified data), modelling changes (for example adding links to [SOSA/SSN](https://www.w3.org/TR/vocab-ssn/) terms) and technology differences. \n\n In addition Environment Agency are moving to using new identifiers for monitoring stations based on GUIDs and the station URIs provided by this API use these new standards. For convenience, the stations shown here provide annotations showing the old `stationReference` notations (as well as the River Levels on the Internet and WISKI notations) and provide `sameAs` links to the equivalent `/flood-monitoring` stations. \n\n Please visit the [Defra Data Services Platform Support](https://environment.data.gov.uk/support) to let us know about any issues or to ask questions.",https://environment.data.gov.uk/hydrology/doc/reference,,,,,,environment-agency
2020-01-08,2022-07-21,https://environment.data.gov.uk/public-register/view/index,Public Registers for Environmental Information,"The Environment Agency licenses industry, business and individuals to carry out certain activities that have the potential to pollute the environment. When we receive an application for such a licence, we make that application and other relevant information available to the public. We do this before we make the decision of whether to issue the licence, or what conditions we will attach to it.\n\nAfter any permit is issued, further information is also made available on the registers. This can typically include monitoring information, details of any breaches of the terms of the licence, any enforcement actions that we have carried out and any applications to vary the terms of the licence.\n\nThe Public Registers for Environmental Information provide access to this registration and permit information both in the form of searchable web pages and as data which can be accessed by developers via an API.\n\nThe APIs cover the following public registers:\n\n- Waste Carriers, Brokers and Dealers\n- Waste exemptions\n- Scrap Metal Dealers\n- Enforcement Actions\n- Water Quality Exemptions\n- Environmental Permitting Regulations - Radioactive Substances\n- Environmental Permitting Regulations - Installations\n- Environmental Permitting Regulations - Waste Operations\n- Environmental Permitting Regulations - End of Life Vehicles\n- Environmental Permitting Regulations - Discharge Consents\n\nThese APIs are provided under the Environment Agency Conditional Licence with no requirement for registration. If you make use of this data please note the conditions carefully.\n\nPlease visit the [Defra Data Services Platform Support](https://environment.data.gov.uk/support) to let us know about any issues or to ask questions.",https://environment.data.gov.uk/public-register/view/api-reference,,,,,,environment-agency
2022-07-21,2022-07-21,https://environment.data.gov.uk/ecology/api/,Ecology and Fish Data,"The Ecology and Fish Data API provides access to the Environment Agency's open data on freshwater fish data, as well as freshwater and marine ecology survey data. This data collection is taken from the National Fish Populations Database (NFPD) and Biosys (Biological survey database).\n\nThe Ecology and Fish Data API uses a data model that harmonises these different sources, so that measurements taken for variety of purposes can be queried in a consistent way.The most central points of interest are the **Observations**. Each observation has a single result for a particular **Observable Property** for a particular **Feature of Interest**.\n\nPlease visit the [Defra Data Services Platform Support](https://environment.data.gov.uk/support) to let us know about any issues or to ask questions.",https://environment.data.gov.uk/ecology/api/v1/index.html,,,,,,environment-agency
2020-01-08,2020-08-26,https://statistics.gov.scot/sparql,Statistics.gov.scot,"statistics.gov.scot provides public access to the data behind Scotland's official statistics in linked open data format.\n\nThe SPARQL endpoint allows flexible querying of the datastore using the SPARQL 1.1 language.\n\nThis API can be used to extract data, automate report-writing, publish data visualisations, or make interactive tools for exploring the data.\n\nThe site is managed by the Scottish Government on behalf of all producers of Scottish official statistics including Scottish Government, National Records of Scotland, NHS Information Services Division, Visit Scotland and others.\n\nThe API is provided under the Open Government Licence with no requirement for registration.\n\nFor queries or comments, please contact [statistics.opendata@gov.scot](mailto:statistics.opendata@gov.scot).",https://guides.statistics.gov.scot/category/37-api,,statistics.opendata@gov.scot,Scotland,,,scottish-government
2020-08-24,2020-08-24,,Get into Teaching API,Provides a RESTful API for integrating with the Get into Teaching CRM.,https://github.com/DFE-Digital/get-into-teaching-api,,,,,,department-for-education
2020-08-24,2020-08-24,https://api.publish-teacher-training-courses.service.gov.uk/,Teacher Training API,"API to serve post graduate teacher training courses, subjects and training providers.",https://github.com/DFE-Digital/teacher-training-api,,,,,,department-for-education
2020-08-28,2022-08-23,,FINDr Matching Service,Identifies the correct service identifier for a given set of biographic data.,,ISC,dcbt.ogd@DWP.GOV.UK,Digital,,,department-for-work-and-pensions
2020-08-28,2022-08-23,,Get Interest Details,Allows users to update a citizen's interest record.,,ISC,dcbt.ogd@DWP.GOV.UK,Digital,,,department-for-work-and-pensions
2020-08-28,2022-08-23,,Maintain Interest Details,Allows users to update a citizen's interest record.,,ISC,dcbt.ogd@DWP.GOV.UK,Digital,,,department-for-work-and-pensions
2022-08-23,2022-08-23,,Care Homes Information Service,Allows Local Authorities to notify DWP of changes around care home provision for citizens identified as being of interest.,,ISC,dcbt.ogd@DWP.GOV.UK,Digital,,,department-for-work-and-pensions
2022-08-23,2022-08-23,,Citizen API,Provides access to DWP citizen information to Other Government Departments and approved external agencies.,,ISC,dcbt.ogd@DWP.GOV.UK,Digital,,,department-for-work-and-pensions
2022-08-23,2022-08-23,,Citizen Benefit Relationships,"Provides a list of benefits (and where relevant, which components) a person is entitled to.",,ISC,dcbt.ogd@DWP.GOV.UK,Digital,,,department-for-work-and-pensions
2022-08-23,2022-08-23,,GOVUK Notify,"Automatically send emails (including attachments), letters and text messages.",,ISC,dcbt.ogd@DWP.GOV.UK,Digital,,,department-for-work-and-pensions
2023-02-08,2023-02-08,,Address Lookup (Location Service),"DWP single, strategic, solution to address checking.",,ISC,dcbt.ogd@DWP.GOV.UK,Digital,,,department-for-work-and-pensions
2023-02-08,2023-02-08,,Organisations,Retrieves an organisation's contact details to be used for the administration of claims.,,ISC,dcbt.ogd@DWP.GOV.UK,Digital,,,department-for-work-and-pensions
2020-01-08,2025-03-20,https://webservices.esd.org.uk/,LGInform Plus,A subscription service with access to 2 billion+ metric values for English areas drawn from approximately 50 organisations publishing metrics that describe local authorities and their component areas. Details of subscriptions can be found at [https://lginformplus.org](https://lginformplus.org).\n\nDeveloper tool can be found at [https://home.esd.org.uk/developers](https://home.esd.org.uk/developers).\n\nThe API also supports queries on the taxonomies and mappings published on the [LG Inform Plus website](https://standards.esd.org.uk/).,https://api.esd.org.uk/,Subscription required see https://lginformplus.org/,,,,,local-government-association
2020-01-08,2020-08-24,https://www.westberks.gov.uk/webservices/open311.asmx,GeoReport,To raise new requests for service to West Berkshire Council for highways and countryside related issues.,http://wiki.open311.org/GeoReport_v2/,,,West Berkshire,,,west-berkshire-council
2020-09-14,2025-03-23,https://www.trade-tariff.service.gov.uk/api/v2,GOV.UK Trade Tariff API,"The GOV.UK Trade Tariff API makes it easy to access UK Trade Tariff data from [the Trade Tariff service](https://www.gov.uk/trade-tariff). The data includes commodity codes, import/export controls, customs duty and VAT rates. It is accessed via HTTPS and returns data in a JSON format. The reference documentation provides a thorough overview of the endpoints and the response format.",https://api.trade-tariff.service.gov.uk/,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,hmrc-trade-tariff-support-g@digital.hmrc.gov.uk,UK,,,hm-revenue-customs
2020-03-09,2020-03-09,https://data.api.trade.gov.uk/v1/datasets/market-barriers/versions/latest/data?format=json,Check barriers to trading and investing abroad,"Check barriers to trading and investing abroad is the service to which DBT publishes trade barriers. It is aimed at UK-based businesses planning to export goods, provide services or invest money in another country.</p>The dataset will give you information about things that could slow down, stop or raise costs for UK companies and citizens doing business in a specific country (a ‘trade barrier’).</p> API calls can be made using a GET request to `https://data.api.trade.gov.uk/v1/datasets/market-barriers/versions/latest/data?format=json`.",https://data.api.trade.gov.uk/,,,,,,department-for-business-and-trade
2020-09-18,2021-02-09,https://admiraltyapi.portal.azure-api.net/products/avcs-online-discovery-api,AVCS Online Discovery API,"The ADMIRALTY Vector Chart Service (AVCS) Online Discovery API provides free access to a trial version of the AVCS Online Web Map Service (WMS). It is intended for use by developers from organisations who are interested in becoming re-sellers of AVCS Online.\n\nThe Discovery API provides you with Electronic Navigational Charts (ENCs) along the south coast of England. You will have access to a maximum of 2000 API calls per day at a maximum rate of 30 calls per 30 second period.\n\nAVCS Online gives shore-based users and planning teams access to more than 15,000 Electronic Navigational Charts (ENCs), updated weekly, to support vessel tracking, voyage planning and for use in accident and emergency incidents. The inclusion of chart display settings and pick reports enables the on-board experience to be replicated from ashore.\n\nAVCS Online can be integrated into existing web-based systems as a standalone chart solution, or as a base layer with other layers added, to optimise the planning and support potential of the service.",https://admiraltyapi.developer.azure-api.net/api-details#api=avcs-online-discovery-api,subscription required,customerservices@ukho.gov.uk,South Coast of England,in service,,uk-hydrographic-office
2020-09-18,2021-02-09,https://admiraltyapi.portal.azure-api.net/products/uk-tidal-api,UK Tidal API - Discovery,The ADMIRALTY UK Tidal API provides authoritative source of tidal height predictions for Standard and Secondary tidal level stations around the United Kingdom. Discovery provides a free 1-year subscription to access the current plus 6 days’ worth of tidal events for 607 tidal stations around the United Kingdom.,https://admiraltyapi.developer.azure-api.net/api-details#api=uk-tidal-api&operation=Stations_GetStation,subscription required,customerservices@ukho.gov.uk,UK EEZ,in service,,uk-hydrographic-office
2020-09-02,2020-09-02,https://api.service.hmrc.gov.uk,Agent Authorisation,This API allows tax agents to request authorisation to act on a client's behalf for a specific Making Tax Digital (MTD) tax service and have the option to cancel the authorisation request.\n\nThe API also allows the agent to check the status of authorisations already requested and query active or inactive relationships.\n\n<p>The sandbox endpoint is  `https://test-api.service.hmrc.gov.uk`.,https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/agent-authorisation-api,,SDSTeam@hmrc.gov.uk,,,,hm-revenue-customs
2020-09-02,2020-09-02,https://api.service.hmrc.gov.uk,Business Rates,This API provides endpoints related to Business Rates.\n\nThe Valuation Office Agency (VOA) sets the rateable value of a property. Local councils use this to calculate a business rates bill for that property.\n\nBefore using this API please ensure you have registered with the VOA for Business Rates via the website.\n\n<p>The sandbox endpoint is `https://test-api.service.hmrc.gov.uk`.,https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/business-rates-api,,SDSTeam@hmrc.gov.uk,,,,hm-revenue-customs
2020-09-02,2020-09-02,https://api.service.hmrc.gov.uk,Interest Restrictition Return (IRR),The API in its current state supports the following functions:\n\n- revoke an existing Reporting Company from submitting Interest Restriction Returns\n- appoint a new Reporting Company for submitting Interest Restriction Returns\n- submit an Interest Restriction Return (full)\n- submit an Interest Restriction Return (abbreviated)\n\nThe sandbox endpoint is `https://test-api.service.hmrc.gov.uk`.,https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/interest-restriction-return,,SDSTeam@hmrc.gov.uk,,,,hm-revenue-customs
2020-09-02,2020-09-02,https://api.service.hmrc.gov.uk,Bulk Data File List,The API lists the bulk data files available to download for a specific information type. For each file in list there will be a URL to download the file.\n\nThe sandbox endpoint is `https://test-api.service.hmrc.gov.uk`.,https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/secure-data-exchange-bulk-download,,SDSTeam@hmrc.gov.uk,,,,hm-revenue-customs
2020-09-02,2020-09-02,https://api.service.hmrc.gov.uk,Check an EORI Number,This API enables your application to:\n\n- check if an EORI number beginning with GB (issued by the UK) is valid\n\n- view the name and address of the business that the EORI number is registered to (if the business agreed to share this information)\n\nThe sandbox endpoint is `https://test-api.service.hmrc.gov.uk`.</p>,https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/check-eori-number-api,,SDSTeam@hmrc.gov.uk,,,,hm-revenue-customs
2020-09-02,2020-09-02,https://api.service.hmrc.gov.uk,Common Transit Convention Traders,This API will allow you to send departure and arrival movement notifications to the New Computerised Transit System (NCTS). It will also let you retrieve messages sent from the offices of departure and destination.\n\nThe sandbox endpoint is `https://test-api.service.hmrc.gov.uk`.,https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/common-transit-convention-traders,,SDSTeam@hmrc.gov.uk,,,,hm-revenue-customs
2020-09-02,2020-09-02,https://api.service.hmrc.gov.uk,Customs Inventory Linking Exports,"This API enables the functionality to support the Inventory Linking Export process. Inventory Linking controls and monitors cargo moving through temporary storage facilities, and allows the movement/transition through frontiers.\n\nThere are three functional areas:\n\n- consolidation - this enables the combining of consignments into one master consignment, or splitting into multiple consignments\n\n- movement - records the movement of consignments within Customs controlled storage facilities\n\n- query - the querying of data held within the Inventory Linking Export database\n\nWithin each of these functional areas, there are multiple message types, each performing a specific activity.\n\nThe sandbox endpoint is `https://test-api.service.hmrc.gov.uk`.",https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/customs-inventory-linking-exports,,SDSTeam@hmrc.gov.uk,,,,hm-revenue-customs
2020-09-02,2020-09-02,https://api.service.hmrc.gov.uk,Goods Vehicle Movements,"This API provides resources related to the Goods Vehicle Movement Service.\n\nThe Goods Vehicle Movement Service (GVMS) links declaration references together. This means the person moving goods only needs to present one reference at the frontier to prove that their goods have pre-lodged declarations.\n\nThe GVMS also links the movement of goods to declarations, meaning they can be automatically arrived and departed in HMRC systems in near-real-time.\n\nIt also notifies users via your software whether their inbound goods have been successfully cleared in HMRC systems by the time they arrive in the UK.\n\nThe sandbox endpoint is `https://test-api.service.hmrc.gov.uk`.",https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/goods-movement-system-haulier-api,,SDSTeam@hmrc.gov.uk,,,,hm-revenue-customs
2020-09-02,2020-09-02,https://api.service.hmrc.gov.uk,Safety and Security Import Declarations,The Safety and Security system handles digital communications between:\n\n- customs administrators\n- carriers or their appointed representatives\n\nYou must provide the UK customs authorities with advance information by submitting an ENS before you bring goods into the UK.\n\nThe sandbox endpoint is `https://test-api.service.hmrc.gov.uk`.,https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/import-control-entry-declaration-store,,SDSTeam@hmrc.gov.uk,,,,hm-revenue-customs
