<<<<<<< HEAD
dateadded,dateupdated,url,name,description,documentation,license,maintainer,provider,areaServed,startDate,endDate,organisation
24/08/2020,,"https://api.os.uk/search/links/v1, https://osdatahub.os.uk/plans",OS Linked Identifiers API,"The OS Linked Identifiers API allows users to access the valuable relationships between properties, streets and OS MasterMap identifiers for free. An identifier is a unique reference assigned to a specific thing, so when you are talking to someone else you can use it to ensure you're talking about the same thing. They are used all the time, such as telephone numbers, postcodes and customer reference numbers. OS is striving to make its identifiers more accessible and useful for its customers. The OS Linked Identifiers API takes this further by enabling the linking together of datasets that are using different identifiers; for example, linking a property address (UPRN - Unique Property Reference Number) to the street that it is on (USRN - Unique Street Reference Number).",https://osdatahub.os.uk/docs/linkedIdentifiers/overview,https://osdatahub.os.uk/legal/termsConditions,Ordnance Survey - <osdatahubenquiries@os.uk>,OS,"England, Scotland, Wales",01/07/2020,,Ordnance Survey
24/08/2020,,https://api.os.uk/downloads/v1,OS Download API,"The OS Downloads API is a service that lets users automate the discovery and download of OS OpenData. In doing so it improves the accessibility of the OS OpenData products. Using the OS Downloads API, you can: - Discover which OS OpenData is available. - Automate the download of OS OpenData. - Request various coverage areas depending on the dataset. - Request various formats depending on the dataset. - Request metadata on available datasets including thumbnail images.",https://osdatahub.os.uk/docs/downloads/overview,https://osdatahub.os.uk/legal/termsConditions,Ordnance Survey - <osdatahubenquiries@os.uk>,OS,"England, Scotland, Wales",01/07/2020,,Ordnance Survey
24/08/2020,,https://api.os.uk/oauth2/token/v1,OS OAuth 2 API,OAuth 2 is an authentication mechanism for APIs that allows applications to use time limited tokens for access to resources. A  common use case for the OAuth 2 API is when implementing a web application that uses the OS Data Hub APIs. ,https://osdatahub.os.uk/docs/oauth2/overview,https://osdatahub.os.uk/legal/termsConditions,Ordnance Survey - <osdatahubenquiries@os.uk>,OS,,01/07/2020,,Ordnance Survey
24/08/2020,,https://developer.ordnancesurvey.co.uk/os-places-api,OS Places API,"Our secure, scalable, and resilient address look-up web service, OS Places API lets you search the UK's most comprehensive online address database. With OS Places API, managing customer data is a breeze. Lightning-quick postcode and address search means your records are accurate and customer deliveries should always get to the right front door. When an incident happens, control room staff need to know which properties are closest. OS Places' geosearch tool gives instant answers. This helps create the common operating picture that's vital for the emergency services. Important note - OS Places API will be migrating to the OS Data Hub in January 2021 and at that time the base URLs will migrate to the common OS Data Hub API pattern.",https://apidocs.os.uk/docs/os-places-overview,https://developer.ordnancesurvey.co.uk/os-api-framework-agreement,Ordnance Survey - <osdatahubenquiries@os.uk>,OS,"England, Scotland, Wales",01/07/2020,,Ordnance Survey
25/08/2020,,https://api.service.nhs.uk/ambulance-analytics,Ambulance Analytics API,The Ambulance Analytics API allows the submission of ambulance call centre data to be stored by the Data Processing Service (DPS) for analysis and review by NHS England and the ambulance trusts. You can: post ambulance response records individually or in batches. You cannot: read any of the records stored in DPS,https://internal-portal.developer.nhs.uk/docs/ambulance-analytics-ref/1/overview,,,NHS,,,,National Health Service
25/08/2020,,,Assessment Discharge and Withdrawal - FHIR API,"The Assessment Discharge and Withdrawal (ADW) specification currently covers the following information flow:-nTransfers of care from hospital to social services for patients with care and support needs-n-nThe requirements for this information flow are defined in the regulations under the Care Act 2014. The Act describes a series of notices that must be sent from hospitals to adult social services to support the discharge of hospital patients who have care and support needs.-n-nThe notices are defined as:-nAssessment notice-n-nThis is used by the hospital to inform social services that an assessment of the patient's care and support needs is required. Where known, it includes an expected discharge date.-nDischarge notice-n-nFollowing the issue of an assessment notice, a discharge notice is sent by the hospital to social services to confirm the patient's proposed discharge date.-nWithdrawal notice-n-nThis is used to withdraw a previously issued assessment notice and/or a discharge notice. A withdrawal notice may be required to be issued for a number of reasons, for example because the patient's medical condition has changed or the patient is eligible for NHS Continuing Health Care.-n",https://digital.nhs.uk/services/transfer-of-care-initiative/assessment-discharge-and-withdrawal---developer-resource,,,NHS,,,,National Health Service
25/08/2020,,,Child Protection Information Sharing - HL7 V3 API,"A Release Candidate (RC) designates the document as being available for production build purposes, and available for First of Type deployment. Accreditation to this specification is available, but it should be noted that there may be a need to incorporate minor amendments when the specification reaches Final status.",https://digital.nhs.uk/services/child-protection-information-sharing-project/cp-is-domain-message-specification,,,NHS,,,,National Health Service
25/08/2020,,,Clinical Decision Support - FHIR API,"This API specification defines standards for interactions between Urgent and Emergency Care (UEC) systems.-n-nIn particular, it defines interactions between Encounter Management Systems (EMS) and a Clinical Decision Support Systems (CDSS).-n-nThis is an API specification only - there is no national service associated with it, although we do provide a reference server for testing.-n",https://digital.nhs.uk/developer/api-catalogue/clinical-decision-support,,,NHS,,,,National Health Service
25/08/2020,,,Diagnostic Data Services - FHIR API,"The National Information Board (NIB)'s roadmap published in September 2015 Work_Stream_2.1_Final.pdf cited the National Laboratory Medicine Catalogue (NLMC) as one of the highest priority national information standards to complete and use within the next 1-3 years. The NLMC is thus planned to replace the current primary care pathology data standard, the Pathology Bounded Code List (PBCL). PBCL is a subset within the Read V2 terminology, and Read V2 is being nationally withdrawn in 2017. The NLMC will also address current gap areas in PBCL, including setting data standards for use across all care settings, for all pathology disciplines (e.g. including microbiology, histopathology, cytology, genetics and blood transfusion), for reporting, and including fully-approved standard units of measure per quantitative test. The NLMC is currently planned to adopt international technical standards wherever fit for purpose, including SNOMED CT, LOINC and UCUM.-n-nThe move to adopting the NLMC as a single set of pathology data standards for use across all care settings, addressing current content gaps and standardising pathology data across care settings requires the current national primary care pathology report message (profiled in EDIFACT) to be replaced to facilitate this change. ",https://data.developer.nhs.uk/fhir/dds-draft-b/DDS-Version-1-0-Draft-B/Chapter.1.About/index.html,,,NHS,,,,National Health Service
25/08/2020,,,Diagnostic Image Reporting,The Diagnostic Imaging Data Set collects information on diagnostic imaging tests.,https://isd.digital.nhs.uk/trud3/user/guest/group/0/pack/36,,,NHS,,,,National Health Service
25/08/2020,,,Digital Child Health - FHIR API,"The information contained within an event is recorded within clinical interventions or occurrences that happen throughout a clinical pathway or patient journey. These clinical interventions or occurrences are referenced throughout the Healthy Child Record Standard and are classed as a form of clinical contact either as part of the Healthy Child Programme <https://theprsb.org/standards/healthychildrecord/> as a planned intervention as part of the pathway, or unplanned contact such as a visit to a GP or Emergency Department. To ensure the aims of this strategy are met and small manageable segments of data are interoperable, the events catalogue breaks up the much larger clinical interventions/occurrences into smaller, more manageable 'events' to inform the data item requirements for each child health event message.",https://digital.nhs.uk/services/fhir-apis/guidance-for-developers/digital-child-health-specification-versions,,,NHS,,,,National Health Service
25/08/2020,,,Digital Maternity - FHIR API,"The PRSB has produced a standard for maternity care records <https://theprsb.org/standards/maternityrecord>, which will mean that information from a record can be understood by all IT systems in use across the country, enabling the seamless exchange of information regardless of local maternity system boundary.-n-nStandardised records will save time for health and care professionals and pregnant women by ensuring they have the necessary information in the right place at the right time, to make decisions for safer care. It will also support mothers in managing their own maternity information, giving them more personalised and focussed appointments with healthcare professionals and helping midwives and clinicians to provide holistic care.-n-nDeveloped and supported by midwives, clinicians and other professionals, the work was conducted in partnership with the Royal College of Physicians (RCP) Health Informatics Unit (HIU).-n-nThis initial implementation guidance covers the first phase of the project and its focus is to specify the structure of the Maternity Record using the various FHIR resources. Further phases will cover other elements such as how to locate and query the Maternity Record.",https://developer.nhs.uk/apis/digital-maternity-1-0-0/,,,NHS,,,,National Health Service
25/08/2020,,,Digital Medicine - FHIR API,"The digital medicines specification supports the following care communications.-nPharmacy immunisation administration-n-nThis is a FHIR document which is used to notify a patient's registered GP practice on the administration of immunisations to a patient at the pharmacy.-nPharmacy emergency medication supply-n-nThis FHIR document is used to notify a patient's registered GP practice of emergency medication supplied to a patient at a pharmacy.-nPharmacy new medicine service-n-nThis is a FHIR document which is used to notify a patient's registered GP practice of a service that provides support for people with long-term conditions newly prescribed a medicine to help improve medicines adherence; it is initially focused on particular patient groups and conditions.-nPharmacy medication review-n-nThis is a FHIR document which is used to notify a patient's registered GP practice of pharmacists undertaking structured adherence-centred reviews with patients on multiple medicines, particularly those receiving medicines for long-term conditions.-nPharmacy digital minor illness referral service-n-nThis is a FHIR document which is used to notify a patient's registered GP practice following an assessment by a call advisor, leads to the patient being transferred for a consultation with a community pharmacist.-nPharmacy appliance use review-n-nThis is a FHIR document which is used to notify a patient's registered GP practice of data that improves the patient's knowledge and use of any 'specified appliance'.-n",https://digital.nhs.uk/services/fhir-apis/guidance-for-developers/digital-medicine-specification,,,NHS,,,,National Health Service
25/08/2020,,,Directory of Services,"The Directory of Service (DoS) contains information a wide range of health and care services across England. It is a core part of the Urgent & Emergency Care system workflow, and is responsible for directing patients to appropriate services 24 x 7 x 365.-n-nThis site provides some information on the APIs available for the DoS, and technical details on how to use them.",https://developer.nhs.uk/apis/dos-api/,,,NHS,,,,National Health Service
25/08/2020,,,Document header - Clinical document architecture on FHIR,"Background-n-nThe design of the CDA On FHIR England (COFE) - Document Header is based on the C-CDA on FHIR US Realm Header profile ""ccda-us-realm-header-composition"".-n-nThis is a generic Composition profile (equivalent to a Level 2 CDA document) that defines constraints that represent common administrative and demographic concepts for NHS clinical documents. It will be used to link to COFE document type profiles created for any coded entries that would normally be included in traditional CDA sections (equivalent to Level 3 CDA entries). The COFE document type profiles should conform to this profile.-n-nFurther Information-n-nThis FHIR Document specification is based on and intended to be used alongside the published FHIR DSTU2 1.0.1 (October 2015) specification.-n-nNote-n-nThis FHIR Document specification is published as a 'work in progress' version and as such is subject to change. As it is a DRAFT, it is not in an implementable state. It has been published to show the direction of travel and to serve as a discussion document for parties involved with the implementation of CDA On FHIR England Document communications. ",https://data.developer.nhs.uk/fhir/cda-on-fhir-document-header-v1-draft-b/Chapter.1.About/index.html,,,NHS,,,,National Health Service
25/08/2020,,,Electronic Prescribing and Medicines Administration - FHIR API,"This API specification defines standards for interactions between electronic hospital patient medicines administration (ePMA) systems and hospital pharmacy or stock control systems.-n-nIn particular, it defines the structure of the FHIR MedicationRequest resource. The MedicationRequest acts as a medication order request to the pharmacy for a given patient under care on the ward.-n-nThis is an API specification only - there is no national service associated with it.-n-nThis guidance is applicable to both STU3 and R4 implementations of the FHIR standard. It highlights differences between the STU3 and R4 MedicationRequest resource and provides guidance on how to future proof an STU3 implementation if an uplift to R4 is expected.-n",https://digital.nhs.uk/developer/api-catalogue/epma/epma-api,,,NHS,,,,National Health Service
25/08/2020,,,Electronic Prescription Service - FHIR API,"Use this API to access the Electronic Prescription Service (EPS) <https://digital.nhs.uk/services/electronic-prescription-service> - the national service used to send electronic prescriptions from GP surgeries to pharmacies.-n-nYou can:-n-n    prepare a secondary care (outpatient) prescription for signing-n    create a secondary care (outpatient) prescription-n    evaluate prescription signing client implementations-n-nYou cannot currently use this API to:-n-n    prepare a primary care prescription for signing-n    create a primary care prescription-n    prepare a secondary care (other than outpatient) prescription for signing-n    create a secondary care (other than outpatient) prescription-n    prepare a tertiary care prescription for signing-n    create a tertiary care prescription-n    cancel a prescription-n    check the status of a prescription-n    release a prescription for dispensing-n    claim for a dispensed prescription-n    Track prescriptions or check a prescriptions status-n-nCurrently, this API can only be accessed by healthcare professionals, authenticated with an NHS smartcard or equivalent.-n-nPlease use the following values for courseOfTherapyType depending on the submitted prescription type:-n-n    acute => acute-n    repeat => continuous-n    repeat-dispensing => continuous-repeat-dispensing-n",https://portal.developer.nhs.uk/docs/electronic-prescription-service-api-int/1/overview,,,NHS,,,,National Health Service
25/08/2020,,,End Of Life - Clinical document architecture on FHIR,"The CDA on FHIR England (COFE) End of Life (EOL) Care Document project aims to provide a viable alternative to HL7 v3 CDA for the transfer of end of life records between GP Systems/ Electronic Palliative Care Co-ordination Systems (known as EPaCCS) and other healthcare organizations within NHS and social care settings, using the HL7 FHIR standard.-n-nThe project will run in parallel with a CDA based project. Both projects will deliver the same capability.-n-nFurther Information-n-nThis FHIR Document specification is based on and intended to be used alongside the published FHIR DSTU2 1.0.1 (October 2015) specification.-n-nNote-n-nThis FHIR Document specification is published as a 'work in progress' version and as such is subject to change. As it is a DRAFT, it is not in an implementable state. It has been published to show the direction of travel and to serve as a discussion document for parties involved with the implementation of CDA On FHIR England Document communications. ",https://data.developer.nhs.uk/fhir/cda-on-fhir-eol-v1-draft-b/Chapter.1.About/index.html,,,NHS,,,,National Health Service
25/08/2020,,,End Of Life - FHIR API,"This project specifically supports the development of a digital end of life care interoperability capability, which uses a clinically-assured information standard SCCI 1580 to support the sharing of end of life care records. It supports the development and a pilot implementation of the end of life care interoperability API which will allow sharing and updating of a digital end of life care record. This work is based on a Minimum Viable Product (MVP) aimed at addressing the Urgent and Emergency Care use case.",https://developer.nhs.uk/apis/eol-alpha/,,,NHS,,,,National Health Service
25/08/2020,,,e-Referral Service - FHIR API,"A key aspect of the NHS e-RS vision is to enable local innovation and adoption of paperless referrals. To support this vision NHS Digital have created a set of APIs which provide a well-defined, simple to use data interface to the NHS e-Referral Service (e-RS).-n-nWe want to stimulate and assist your development of applications linked to the NHS e-RS using these APIs, so within these pages you will find information about the functionality of these APIs as well as guidance on how we can support you throughout development and implementation.-nFunctionality and Future Roadmap-nCurrently the e-RS Integration APIs provide the following functionality:-n-n    Smartcard Authentication and Authorisation-n    Clinical Referral Information-n    Create Referral-n    Clinical Review (Accept/Reject)-n-nComing Soon:-n-n    Book Appointment (Q3 2020)-n    Manage Referrals (Q4 2020)-n-n    The NHS e-Referral Service Future integration roadmap is published here.<https://digital.nhs.uk/services/e-referral-service/the-future-of-the-nhs-e-referral-service#future-service-roadmap>",https://developer.nhs.uk/apis/e-Referrals/index.html,,,NHS,,,,National Health Service
25/08/2020,,,e-Referral Service - HL7 V3 API,"Use this API as a secondary care provider to receive referrals for secondary care using our HL7 V3 API.-n-nDo not use this API as a primary care provider to send referrals from primary to secondary care - instead, use the e-Referral Service FHIR API.",e-Referral Service - HL7 V3 API,,,NHS,,,,National Health Service
25/08/2020,,,Female Genital Mutilation - FHIR API,"Female Genital Mutilation (FGM) is an illegal, extremely harmful practice and a form of child abuse and violence. The Government is committed to preventing and ending this harmful practice which violates the rights of children and adults.-n-nThe Department of Health (DH) in partnership with NHS England has launched a FGM Prevention Programme which aims to improve the NHS' response to FGM, increase levels of safeguarding for children at risk of FGM and provide better subsequent support and care for those that have undergone FGM.-n-nAs part of the FGM Prevention Programme, a national FGM Information Sharing System (FGM-IS) has been developed. This is a national IT service and forms part of the national Spine architecture. It allows FGM information for children under 18 to be stored and shared with relevant NHS healthcare professionals across departmental, organisational and geographical boundaries within England, supporting effective early intervention and ongoing safeguarding of children potentially at risk of FGM.",https://developer.nhs.uk/apis/fgm-v2.1/,,,NHS,,,,National Health Service
25/08/2020,,,GP2GP - HL7 V3 API,-n-nUse this API to transfer patients' electronic health records between old and new practices when they change GPs.-n-nYou can:-n-n    include large records and those with many attachments-n    reduce paper printing when patients leave a practice-n    in,https://digital.nhs.uk/developer/api-catalogue/gp2gp,,,NHS,,,,National Health Service
25/08/2020,,,GP connect - FHIR API,GP Connect is a service that lets GP practices and authorised clinical staff share and view GP practice clinical information and data between IT systems.,https://digital.nhs.uk/services/gp-connect/gp-connect-specifications-for-developers,,,NHS,,,,National Health Service
25/08/2020,,,Hello World API,"Use this API to transfer patients' electronic health records between old and new practices when they change GPs.-n-nYou can:-n-n    include large records and those with many attachments-n    reduce paper printing when patients leave a practice-n    integrate (file) the electronic health record for returning patients-n    log issues easily with easy-to-understand and more informative error messages-n    monitor in real time the processes to track issues and performance-n-nFor more details, see GP2GP <https://digital.nhs.uk/services/gp2gp>.-nUse this API alongside our tutorials. You can learn to connect via:-n-n    open-access-n    application-restricted.-n    user-restricted.-n",https://portal.developer.nhs.uk/docs/hello-world-prod/1/overview,,,NHS,,,,National Health Service
25/08/2020,,,Legitimate Relationship Service - HL7 V3 API,Use this API to access a patient's legitimate relationships. You might want to do this as part of your information governance approach when accessing the Summary Care Record.-n-nYou can:-n-n    create legitimate relationships-n    change the status of a legitimate relationship-n    query legitimate relationships-n    batch query legitimate relationships-n    identify user role profiles-n    manage user workgroup membership-n-n,https://digital.nhs.uk/developer/api-catalogue/legitimate-relationship-service-hl7-v3,,,NHS,,,,National Health Service
25/08/2020,,,Messaging Exchange for Social care and Health (MESH),"The Message Exchange for Social care and Health (MESH) component of the Spine allows messages and files to be delivered to registered recipients via a java client. Users register for a mailbox and install the client. The MESH client manages the sending of messages which users (typically user systems) have placed in an outbox directory on their machine.-n-nIt similarly manages the downloading of messages and files which other users have placed in the user's virtual inbox on the Spine. The MESH server has been designed with an underlying HTTP based protocol. This protocol is capable of being used directly where user systems wish to bypass the MESH client or where they want to construct their own clients. Thus the MESH service will become a direct 'store and retrieve' messaging mechanism between endpoints as a new asynchronous pattern for Spine consumers. MESH uses a RESTful paradigm and thus messages which are send via mesh are POSTed to a MESH virtual outbox and recipients retrieve messages through a GET to their virtual inbox. The following document summarises the MESH HTTP API which may be used by clients directly or over which other SOAP or other APIs may be overlaid.-n-nPlease note that the Production Server listed in the Console of this Apiary page refers to NHS Digital's Solution Assurance Integration test environment and not Live. Therefore, certificates, mailbox and mailbox passwords need to be created in order to test using this Apiary webpage-n-nPlease contact the Solutions Assurance helpdesk to request these.",https://meshapi.docs.apiary.io/#,,,NHS,,,,National Health Service
25/08/2020,,,National Data Opt-out - FHIR API,"The National Data Opt-out Programme (NDOP) is a product of the National Data Guardian (NDG) review on data security and how individuals' data is used and shared by healthcare organizations. NDOP has been created to provide a model that will allow each individual patient to have control over specific data, being able to choose the purposes for which data can be shared.-n-nNDOP will provide a mechanism for patients registered with a GP in England to control data sharing preferences.-n-nThe initial phase will provide an on-line portal where patients can use a standard web browser to set their data sharing preferences. Additional mechanisms will be introduced at a later date, including GP Practice Systems, mobile devices and off-line systems.",https://developer.nhs.uk/apis/optout/,,,NHS,,,,National Health Service
25/08/2020,,,National Events Management System,The National Events Management Service (NEMS) is a national service implemented on the Spine allowing for patient centric event messages to be published from one system and distributed to a number of other subscriber systems.-n-nThe NEMS is designed to be a generic transport mechanism which can support a variety of use cases and event types from a number of different care settings. This specification focuses on the transport mechanism and the event messages structure for events supported by the NEMS:-n-n    Messaging Architecture-n    Subscription Management-n    Event Publication-n    Event Receiver Requirements,https://developer.nhs.uk/apis/ems-beta/,,,NHS,,,,National Health Service
25/08/2020,,,National Health Application and Infrastructure Services - NHAIS GP Links API,"Use this API to manage GP registrations and other patient data in National Health Application and Infrastructure Services (NHAIS).-n-nYou can:-n-n    register a patient at a GP practice-n    receive a patient deregistration (deduction) notification at the previous GP practice-n    update patient demographics information, such as address-n-nThis API forms part of the end-to-end GP registration process. For more details on the end-to-end process, contact us <https://digital.nhs.uk/developer/help-and-support>.",https://digital.nhs.uk/developer/api-catalogue/nhais-gp-links,,,NHS,,,,National Health Service
