dateAdded,dateUpdated,url,name,description,documentation,license,maintainer,areaServed,startDate,endDate,provider
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Document Citizen Claims,Document information related to a citizen's claim.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Document Upload,Allows for the upload of a document and its metadata.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,FINDr Matching Service,Identifies the correct service identifier for a given set of biographic data.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Get Case Status,Retrieves a range of case details relating to a claimant record.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Get Citizen Income Information API,Retrieves current and historical information regarding a citizen's income.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Get Communications,Retrieves communication list with a customer about their PIP.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Get Determination Decision,Retrieves decision details for all cases related to a PIP claim.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Get Entitlement,Retrieves the benefit award details related to a PIP claim.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Get Interest Details,Allows users to update a citizen's interest record.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Get Medical Details,Retrieves a range of medical details for a person.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Get Payment Details,Retrieves payment details related to a claimant record.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Get Personal Details,Retrieves a range of personal details for a person.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Get Tasks,Retrieves all tasks listed against a claimant's record.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Include Exclude Earnings,Allows to determine which earning records are to be excluded or included in calculations for a claimant.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Maintain Interest Details,Allows users to update a citizen's interest record.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Manage Earnings Threshold,Allows to set and update different earnings thresholds for for a claimant.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Manage Interests,"Allows to set, unset and query an interest for a claimant.",https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Multiple Document Metadata Update,Allows for metadata update for multiple documents.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,NHS Charge Exemption,Checks if a citizen is eligible for free prescriptions.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Payment Dates,Payment Dates provides regional calendar information required for banking and in particular when sending payments.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Register External Content,Allows for the registration of external content and its metadata.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Rescan,Allows for the submission of a rescan request for a document.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Retrieve Metadata,Allows to request metadata for a document.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Search,Allows to search for a document in the Document Repository System.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Self Reported Earnings,"Allows to view earnings data, within the supplied date period, for a claimant.",https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Update Metadata,Allows to update metadata for a document in the Document Repository System.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,Update Retention Date,Allows to apply or lift a hold on closed document records in the Document Repository System.,https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://api.engineering.dwp.gov.uk,View Earnings,"Allows to view earnings data, within the supplied date period, for a claimant.",https://engineering.dwp.gov.uk/apis/docs,,integration.technologyplatforms@dwp.gsi.gov.uk,,,,Department for Work and Pensions
2024-04-23,2024-04-23,https://data.food.gov.uk/food-alerts,Food Alerts,"The FSA Food Alerts API provides access to current and recent Food Alerts: Allergy Alerts (AA), Product Recall Information Notices (PRIN) and Food Alerts for Action (FAFA). It provides applications with the facility to list alerts matching some filter criterion, and to retrieve a description of an alert.",https://data.food.gov.uk/food-alerts/ui/reference,,data@food.gov.uk,,,,Food Standards Agency
2024-04-23,2024-04-23,https://api.ratings.food.gov.uk/,Food Hygiene Ratings Scheme (FHRS),"The FHRS API provides free programmatic access to the Food Standards Agency Rating Data for England, Scotland, Wales and Northern Ireland. Developers can leverage FSA data to provide their own services and websites, allowing you to build and develop custom solutions that are consistent with the data being held and displayed by the FSA. As a developer you get access to the same data and the majority of the same functionality that is used to deliver the Food Hygiene Rating Scheme website. Other than calling the available endpoints, there are no registration requirements for developers before they can start using the Food Standards Agency data. No sign-up process, API keys, or login details are required at this time to use the service.",https://api.ratings.food.gov.uk/help,,data@food.gov.uk,,,,Food Standards Agency
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/access-control-service-hl7-v3,Access Control Service HL7 V3 API," 

Use this API to access the Access Control Service (ACS) - which manages consent to share patient information, including their SCR.

GP systems must check consent to share before sharing, for example, a patient's Summary Care Record (SCR).

You can:



get the access permissions for a patient's documents, including their SCR

set access permissions on a patient's documents, including their SCR



Note the Summary Care Record - FHIR API also has endpoints enabling you to get and set access permissions, the same as this ACS API.

A healthcare worker must be present and authenticated with an NHS smartcard or a modern alternative to use this API. ",https://digital.nhs.uk/developer/api-catalogue/access-control-service-hl7-v3,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/alerts-hl7-v3,Alerts - HL7 V3 API," 

Use this API to send an alert for the attention of a Privacy Officer - also known as Summary Care Record Governance Person (SGP) in community pharmacies - so they can audit proactively whether access to a patient’s data was appropriate. 

This provides a general alerting mechanism covering, for example, when a user looks up a patient on the Summary Care Record application (SCRa).

A healthcare worker must be present and authenticated with an NHS smartcard or a modern alternative to use this API. ",https://digital.nhs.uk/developer/api-catalogue/alerts-hl7-v3,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/ambulance-data-submission-fhir,Ambulance Data Submission - FHIR API," Use this API to submit ambulance data to our Data Processing Service (DPS) so that it can be made available for analysis and review by NHS England and ambulance trusts. Ambulance data is information relating to emergency calls (999, 111 and others), received at an Emergency Operations Centre (EOC) and processed into a Computer Aided Despatch (CAD) system, including: 

call details

response details - including response times and episode outcome times patient

contact details - including patient demographics, patient response details, patient information, injury information, patient assessment, medication, observations, diagnoses, conveying outcome, safeguarding and public health information

 You can: 

post ambulance data individually or in batches

 You cannot: 

read any of the records stored in DPS

 The API is asynchronous - when you submit data, it acknowledges receipt without validating or processing the data first. To receive error notifications, you need to use MESH. The following diagram illustrates the end-to-end process:  The following describes the end-to-end process: 

The ambulance trust system sends the ambulance data to the Ambulance Data Submission API.

The Ambulance Data Submission (ADS) API forwards the ambulance data to our Data Processing System (DPS).

If there is an error, DPS sends an error notification to MESH.

The ambulance trust system retrieves the error notification from MESH.

An ADS User views the ambulance data in our NHS Digital ADS Dashboards.

The NHS Digital ADS Dashboards get the ambulance data from DPS.

 ",https://digital.nhs.uk/developer/api-catalogue/ambulance-data-submission-fhir,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/assessment-discharge-and-withdrawal-fhir,Assessment Discharge and Withdrawal - FHIR," 

 



 

Use this integration to support transfer of care from hospital to social services for patients with care and support needs, as described in the Care Act 2014. It enables the exchange of structured information between hospitals and social care organisations.

You can send:



hospital assessment notices to inform social services that an assessment of a patient's care and support needs is required

hospital discharge notices to confirm a patient's proposed discharge date

withdrawal notices to withdraw a previous assessment or discharge notice



You can also send an admissions notice with this integration so a hospital can inform social services that a patient has been admitted.

This is a messaging integration which uses MESH to send and receive messages.

Information Standard SCCI2075 defines the minimum data sets that you must use for Assessment, Discharge and Withdrawal (ADW) notices. For additional message guidance on the implementation and use of ADW FHIR messages and some divergences from this ADW Information Standard, see Assessment Discharge and Withdrawal - FHIR API.

This integration is in production but deprecated. Do not begin any development work using this API. 

",https://digital.nhs.uk/developer/api-catalogue/assessment-discharge-and-withdrawal-fhir,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/booking-and-referral-fhir,Booking and Referral - FHIR API,"  This API forms part of the Booking and Referral Standard (BaRS). This API specification should be used in conjunction with the BaRS implementation guide for your use case.

Use this API to send booking and referral information between NHS service providers. You can: 

get a specific booking

get bookings for a patient

process a message, either a booking or a referral

get message definition

get capability statement

get a specific referral

get referrals for a patient

get slots

 The following describes the end-to-end process: 

Send a request from your sender application to this API, along with a service identifier header.

This API redirects the request to the service associated with the service identifier header.

The target backend handles the request and sends a response back to this API.

This API returns the response to your sender application.

In some Applications the target may send a follow up request to indicate the outcome of a request.

 

 











 

For a non-technical overview of how to build software that deals with referrals and bookings, see Building healthcare software - referrals and bookings. 



 ",https://digital.nhs.uk/developer/api-catalogue/booking-and-referral-fhir,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/bowel-cancer-screening-edifact,Bowel Cancer Screening - EDIFACT," 

 



 

Use this messaging integration to receive bowel cancer screening test results in primary care GP systems from the screening system, specifically faecal occult blood test (FOBT) results.

This integration uses UN/EDIFACT based messages sent over MESH.

Also known as NHS004 messages, these are a simpler version of the NHS003 messages specified in the Pathology EDIFACT v1.003 Standard but with the changes specified in 'Electronic GP Communication Requirements for GPSoC Software Suppliers Draft', under 'Additional guidance' below.

Bowel cancer screening NHS004 messages are almost the same as pathology NHS003 messages except they are much simpler in structure, with a single SNOMED code and 5 result values.

If you are building a system to receive bowel cancer screening test results, you can use our Lab Results adaptor to receive these EDIFACT results via an easy-to-use FHIR-compliant format. 

Before you begin any development work using this integration, contact us to discuss your best options. 

",https://digital.nhs.uk/developer/api-catalogue/bowel-cancer-screening-edifact,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/cervical-screening-edifact,Cervical Screening - EDIFACT," 

 



 

Use this messaging integration to send cervical screening test results from screening laboratories and receive them at the patient's registered GP practice and NHAIS systems. 

You can:



send and receive cytology test results

send and receive human papillomavirus (HPV) immunisation data



We also use this integration to send and receive a patient's test results history between NHAIS systems, including between England and Wales: 

 



 

This integration uses MESH to send and receive UN/EDIFACT based messages. 

",https://digital.nhs.uk/developer/api-catalogue/cervical-screening-edifact,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/child-protection-information-sharing-hl7-v3,Child Protection - Information Sharing - HL7 V3 API," 

Use this API to access Child Protection - Information Sharing (CP-IS), the national electronic database of child protection information.

The API can be used by local authorities and unscheduled care providers as follows:  



Local authorities

As a local authority, you can:



upload a patient's CP-IS information

receive a notification when the patient's CP-IS information is accessed from an unscheduled care setting

receive a notification of an inactive NHS number



Local authorities originally used a CP-IS client to transfer CP-IS data from their children’s social care systems to CP-IS via the Spine. This was replaced by the MESH client which all local authorities now use to exchange information with CP-IS - see connections 1 to 4 on the diagram.

Unscheduled care providers

As an unscheduled care provider, you can:



get a patient's CP-IS information - which automatically triggers a notification to the relevant local authority - see connections 5 and 6 on the diagram



Scheduled care providers

CP-IS is not currently available for use in scheduled care settings.

Information held in CP-IS

CP-IS holds the following information for each registered patient:



NHS number

details of their plan - type, start date and end date

details of the 25 most recent CP-IS information accesses from unscheduled care settings in England

the name of the responsible local authority - together with their office hours phone and emergency duty contact numbers



Identifying patients

All records in CP-IS are held against the patient's NHS number. It is therefore very important to ensure you use the correct NHS number for each patient.

For more details, see CP-IS NHS number matching information.

Using SCRa as an interim measure

We prefer unscheduled care providers to integrate their applications directly with CP-IS using our CP-IS APIs. However, as an interim measure, you can use our Summary Care Record application (SCRa) to access CP-IS information.

Spine Mini Service Provider (SMSP) options

There are also commercially available products which give easier access to CP-IS, known as Spine Mini Service Providers (SMSPs).

These and other conforming software products are listed in our Conformance Catalogue.

If you are interested in becoming a provider of one of these products, see Child Protection - Information Sharing - SMSP API standards. 

",https://digital.nhs.uk/developer/api-catalogue/child-protection-information-sharing-hl7-v3,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/covid-19-test-results-fhir,COVID-19 Test Results - FHIR API," Use this API to access a patient’s coronavirus (COVID-19) test results history. You can: 

get a patient's COVID-19 test history, based on their NHS number with an optional specific date range

 You cannot currently use this API to: 

get details of other types of test

 You get the following data: 

COVID-19 test event details

 Data availability, timing and quality All test records are verified to ensure the NHS number is correct before making them available via the API. In most cases this is automatic, and the record is available within 48 hours of the test event, sometimes sooner. In a very small number of cases, we are unable to verify the NHS number, and we do not make the test record available at all. ",https://digital.nhs.uk/developer/api-catalogue/covid-19-test-results-fhir,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/cyber-alerts-rest,Cyber Alerts - REST API," 

Use this API to access a feed of alerts issued by our NHS Digital cyber security centre.

You can:



get a list of cyber alerts according to certain parameters 

get details of a single cyber alert

choose to get a concise subset or full details of the alerts

 ",https://digital.nhs.uk/developer/api-catalogue/cyber-alerts-rest,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/data-registers-service-rest,Data Registers Service - REST API," 

Use this API to access a wide range of live lists of reference data with our Data Registers Service which includes historic data. Each register is managed by a custodian across a range of organisations. In each case, they represent the approved version of that data. 

Examples of these data registers include:



organisation codes

postcodes

diagnosis codes



You can see what data registers are available using our data registers tool.

If you're looking for richer functionality from a data source, such as being able to test data validity, extract a subset or map data across different schemas then take a look at our Terminology Server - FHIR API - the terminology server provides a richer view of the SNOMED data set only. This also conforms to the international FHIR standards for its APIs.

If your use case requires historical, point-in-time snapshots of reference data, they are available either from this API or the TRUD API. ",https://digital.nhs.uk/developer/api-catalogue/data-registers-service-rest,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/demographics-batch-service,Demographics Batch Service," 

Use this batch message integration to submit a file of patient information to the Spine for tracing against the Personal Demographics Service (PDS) for direct care purposes.

The service is provided for organisations that do not want to write their own software - typically NHS trusts or local authorities.

It returns a limited set of PDS data items, as for PDS SMSP.

It requires PDS access approval before you can use it.

You can:



install a DBS client in a secure location, for example in a server room not a desktop PC

download and complete the DBS End Point Registration form (see interactions below) and submit it to the DBS Implementation Team at [email protected]. You should receive endpoint information within 7 days.

submit a test file to DBS to confirm connectivity over Secure FTP

use the DBS client to submit batch trace requests and receive batch responses to them



DBS requires a secure network connection. It is an offline service so does not require smartcards. ",https://digital.nhs.uk/developer/api-catalogue/demographics-batch-service,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/digital-child-health-fhir,Digital Child Health - FHIR," 

 



 

Use this integration to share information about a child's health between healthcare workers.

This information is recorded throughout a child's clinical pathway or patient journey about:



health events

clinical contacts 



These events or contacts happen either as part of:



a planned Healthy Child Programme

unplanned GP or Emergency Department visits



Examples of such events include creating, updating or deleting a record of a:



blood spot test outcome

newborn hearing test

Newborn and Infant Physical Examination (NIPE) outcome



This integration uses a publish-subscribe model - the sending system publishes events to National Events Management Service (NEMS), and NEMS forwards the events to all subscribed systems via MESH.

Subscribed systems might be GPs, emergency departments, local authorities or some other care provider. Potentially, patients and carers could also share this information.

For more information see Digital Child Health specification versions.

Before you begin any development work using this integration, contact us to discuss your best options. 

",https://digital.nhs.uk/developer/api-catalogue/digital-child-health-fhir,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/digital-medicine-fhir,Digital Medicine - FHIR," 

 



 

Use this integration to notify a patient's registered GP practice about care services delivered at a pharmacy.

You can send notifications about:





an immunisation given





an emergency medication dispensed without a prescription





a minor illness referral consultation





This integration uses MESH to send and receive messages.

The following use cases are now retired and you cannot use them:





a medication review





an appliance use review





a New Medicine Service (NMS) appointment





For more details, see status. 

",https://digital.nhs.uk/developer/api-catalogue/digital-medicine-fhir,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/directory-of-healthcare-services,Directory of Healthcare Services (Service Search) API," 

 Use this API to find information about organisations that provide NHS healthcare services, NHS organisation types, and coronavirus (COVID-19) walk-in sites.

You can:





retrieve a list of organisation types, for example, GP practices or hospitals





search for NHS organisations that provide healthcare services listed in NHS services near you, for example, Leeds General Infirmary





search for coronavirus (COVID-19) walk-in sites





This API was previously known as the Service Search API. ",https://digital.nhs.uk/developer/api-catalogue/directory-of-healthcare-services,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/directory-of-services-urgent-and-emergency-care-rest,Directory of Services - Urgent and Emergency Care - REST API," 

Use this API to access Directory of Services (DoS) information on a wide range of health and care services across England. 

You can search for services based on a combination of parameters: 



the patient’s age, sex, and current location

the patient’s clinical need



You can also search for services using similar parameters, such as by:



service type - find matching service type ID, location and optional patient details

clinical term - find matching symptoms, location and optional patient details

ODS code - find active services with a matching ODS code

service ID - find active services with a matching service identifier



This service is widely used in an Urgent and Emergency Care context.

It is not currently suitable for referrals from services using NHS Pathways outcomes, such as NHS 111 - for this, use the Directory of Services - Urgent and Emergency Care - SOAP API.

You need a valid DoS account to use this API. ",https://digital.nhs.uk/developer/api-catalogue/directory-of-services-urgent-and-emergency-care-rest,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/directory-of-services-soap,Directory of Services - Urgent and Emergency Care - SOAP API," 

Use this API to access Directory of Services (DoS) information on a wide range of health and care services across England. 

You can search for services based on a combination of parameters: 



find an appropriate list of services for a specific clinical need

get technical endpoint information for a given service, using a service ID or ODS code

obtain capacity information for specified hospitals or wards, using a service ID or ODS code



This service is widely used in an Urgent and Emergency Care context using NHS Pathways outcomes. For example, NHS 111 use it to find a service in real-time with the capacity to help a patient with given symptoms, within range of a given location.

You need a valid DoS account to use this API. ",https://digital.nhs.uk/developer/api-catalogue/directory-of-services-soap,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/electronic-prescription-service-directory-of-services,Electronic Prescription Service Directory of Services API," 

Use this API to access information about dispensing services, including searching for dispensers who can provide services for a patient with a given location and urgency.

You can:



search for a dispenser by its location and opening hours

search for a specific dispenser that the patient might have named



The API combines data from both the Directory of Services (DoS) and  Electronic Transmission of Prescriptions (ETP) web services (formerly known as NHS Choices).

It uses DoS for user authentication.

Do not use this API if you are building GP software - instead use Electronic Transmission of Prescriptions (ETP) web services directly, as it provides access to information you'll need, for example, information such as dispensing appliance contractors. ",https://digital.nhs.uk/developer/api-catalogue/electronic-prescription-service-directory-of-services,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/electronic-prescription-service-fhir,Electronic Prescription Service - FHIR API," .codeinline.example {word-wrap: anywhere;} Use this API to access the Electronic Prescription Service (EPS). EPS is the national service used to send electronic prescription messages between prescribers and community dispensers. Prescribers in primary and secondary care can: 

create a prescription

encode data so the prescription is ready to sign

cancel a prescription

 Creating and cancelling a prescription are both done by the prescriber. Encoding data so the prescription is ready to sign is done by the prescribing system. Dispensers can: 

download an individual prescription from EPS

download a batch of prescriptions from EPS

return a prescription to EPS

submit a dispense notification to EPS

withdraw a dispense notification from EPS

submit a dispense claim

 You cannot currently use this API to: 

view a prescription's detailed dispense history

 ",https://digital.nhs.uk/developer/api-catalogue/electronic-prescription-service-fhir,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/electronic-prescription-service-hl7-v3,Electronic Prescription Service - HL7 V3 API," 

Use this API to access the Electronic Prescription Service (EPS). EPS allows a prescriber (such as a GP) to send prescriptions electronically to a dispenser (such as a pharmacy) of the patient's choice. This makes the prescribing and dispensing process more efficient and convenient for patients and staff.

You can do different things, depending on your role.

As a prescriber you can:



send prescriptions to EPS

cancel prescriptions



As a dispenser you can:



receive prescriptions from EPS

confirm a prescription is dispensed

claim for a dispensed prescription



A healthcare worker must be present and authenticated with an NHS smartcard or a modern alternative to use this API. ",https://digital.nhs.uk/developer/api-catalogue/electronic-prescription-service-hl7-v3,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
2024-04-23,2024-04-23,https://digital.nhs.uk/developer/api-catalogue/spine-electronic-prescription-service-tracker-rest,Electronic Prescription Service Tracker - REST API," 

Use this API to track a patient’s prescriptions within the Electronic Prescription Service (EPS) using our Electronic Prescription Service Tracker.

You can search for a list of prescriptions that meet your query parameters by providing: 



patient's NHS number (mandatory)

format (mandatory)

prescription date range (optional)

prescription status (optional)

prescription version (optional)



Once you find the prescription, or if you already know its details, you can retrieve it by providing:



prescription ID (mandatory)

format (mandatory)

issue number (optional)



For more details, see Introduction to Spine EPS Tracker.

This API is only for use when the end user is a healthcare worker, not a patient. You can vote to make it available to patients on our interactive backlog.  ",https://digital.nhs.uk/developer/api-catalogue/spine-electronic-prescription-service-tracker-rest,,https://digital.nhs.uk/developer/help-and-support,,,,NHS Digital
